,acctnum,gender,state,zip,zip3,first,last,book,nonbook,total,purch,child,youth,cook,do_it,reference,art,geog,buyer,training
11902,21903,F,NJ,7675,767,79,15,139,309,448,12,3,1,2,0,3,2,1,yes,1
11903,21904,M,NJ,7452,745,17,11,26,121,147,2,0,0,0,2,0,0,0,no,1
11904,21905,F,PA,18901,189,59,15,125,187,312,11,2,1,5,0,0,2,1,no,0
11905,21906,M,NY,11762,117,25,25,15,6,21,1,0,1,0,0,0,0,0,no,1
11906,21907,M,NJ,7017,701,35,27,24,130,154,2,1,1,0,0,0,0,0,no,0
11907,21908,F,NY,10956,109,9,1,29,251,280,2,0,1,0,0,0,0,1,no,0
11908,21909,F,NY,14450,144,11,11,15,206,221,1,0,0,1,0,0,0,0,no,1
11909,21910,F,NJ,8077,807,27,27,15,7,22,1,1,0,0,0,0,0,0,no,1
11910,21911,M,NY,10470,104,27,15,68,160,228,6,1,0,1,3,0,1,0,no,0
11911,21912,M,NY,12572,125,31,31,15,105,120,1,0,1,0,0,0,0,0,no,1
11912,21913,F,NJ,8244,824,5,5,15,112,127,1,0,1,0,0,0,0,0,no,1
11913,21914,F,NJ,7660,766,13,13,15,26,41,1,0,0,0,0,0,0,1,no,1
11914,21915,M,NJ,8619,861,35,15,69,190,259,6,1,1,2,0,0,1,1,yes,1
11915,21916,M,NJ,7410,741,37,13,120,109,229,10,1,0,4,2,0,2,1,no,0
11916,21917,F,NY,11434,114,9,9,15,27,42,1,0,0,0,1,0,0,0,no,1
11917,21918,F,PA,17033,170,15,9,29,205,234,2,0,1,0,0,0,0,1,no,1
11918,21919,F,NY,11236,112,23,1,113,256,369,10,3,1,1,0,3,1,1,no,1
11919,21920,F,MA,2136,213,11,7,27,9,36,2,0,0,1,0,1,0,0,no,0
11920,21921,F,NY,11218,112,45,11,85,306,391,8,2,1,3,1,0,0,1,no,1
11921,21922,M,NY,11767,117,13,13,15,7,22,1,0,0,0,0,0,1,0,yes,0
11922,21923,M,NY,10551,105,35,15,66,55,121,6,0,2,2,2,0,0,0,no,0
11923,21924,M,CT,6001,600,31,23,47,182,229,4,1,0,1,0,0,1,1,no,1
11924,21925,M,NJ,7801,780,39,13,115,75,190,11,4,2,1,2,1,0,1,no,1
11925,21926,F,NJ,8080,808,53,31,97,289,386,8,1,0,1,4,0,1,1,no,1
11926,21927,M,NJ,8401,840,9,9,15,18,33,1,0,0,1,0,0,0,0,no,0
11927,21928,M,VT,5819,581,43,29,70,198,268,6,0,1,2,2,0,0,1,no,1
11928,21929,F,NJ,7208,720,19,13,29,29,58,2,0,0,0,0,0,0,2,no,1
11929,21930,F,PA,19143,191,13,13,15,127,142,1,0,1,0,0,0,0,0,no,1
11930,21931,F,NY,11003,110,7,5,26,195,221,2,0,0,0,2,0,0,0,no,0
11931,21932,M,NJ,7405,740,29,11,53,97,150,4,0,0,0,1,0,2,1,no,0
11932,21933,M,PA,15431,154,11,11,15,172,187,1,0,0,0,0,0,1,0,yes,0
11933,21934,M,NY,11901,119,45,19,68,181,249,6,1,2,0,2,0,0,1,no,1
11934,21935,M,PA,19401,194,31,15,38,195,233,3,0,0,2,0,0,1,0,no,1
11935,21936,F,PA,15642,156,19,11,23,154,177,2,2,0,0,0,0,0,0,no,0
11936,21937,F,NJ,8080,808,5,5,15,125,140,1,1,0,0,0,0,0,0,no,1
11937,21938,F,NY,10028,100,9,9,15,53,68,1,0,0,1,0,0,0,0,no,1
11938,21939,F,CT,6880,688,13,13,15,271,286,1,1,0,0,0,0,0,0,no,1
11939,21940,M,NY,11020,110,39,11,131,114,245,11,0,1,2,2,4,2,0,no,0
11940,21941,M,NH,3820,382,21,21,15,242,257,1,0,0,0,1,0,0,0,no,1
11941,21942,F,PA,19120,191,13,13,15,179,194,1,0,0,0,0,1,0,0,no,1
11942,21943,F,PA,15644,156,23,15,28,246,274,2,0,0,1,0,0,1,0,no,0
11943,21944,M,NY,14218,142,33,19,51,130,181,4,1,0,1,0,1,0,1,no,1
11944,21945,M,NY,11428,114,33,13,98,268,366,9,5,0,2,1,0,1,0,no,1
11945,21946,F,NY,14214,142,15,15,15,0,15,1,1,0,0,0,0,0,0,no,1
11946,21947,F,MA,1545,154,13,11,26,31,57,2,0,1,0,1,0,0,0,no,1
11947,21948,F,NY,11743,117,9,9,15,207,222,1,1,0,0,0,0,0,0,no,1
11948,21949,F,MD,21228,212,47,3,131,74,205,12,6,2,2,0,2,0,0,no,0
11949,21950,F,NJ,7093,709,13,13,15,249,264,1,0,0,0,0,0,1,0,no,1
11950,21951,F,PA,15217,152,9,9,15,180,195,1,0,0,1,0,0,0,0,yes,0
11951,21952,F,PA,19046,190,15,9,25,118,143,2,0,0,2,0,0,0,0,no,1
11952,21953,F,NY,10989,109,41,31,42,258,300,4,1,2,1,0,0,0,0,no,0
11953,21954,M,MD,20636,206,15,15,15,141,156,1,0,0,0,0,1,0,0,no,1
11954,21955,F,NJ,8753,875,17,15,24,210,234,2,1,1,0,0,0,0,0,no,1
11955,21956,F,MA,1945,194,9,9,15,33,48,1,0,0,0,0,0,0,1,no,0
11956,21957,F,NJ,8050,805,13,5,25,101,126,2,0,0,2,0,0,0,0,no,1
11957,21958,F,PA,19111,191,23,15,29,87,116,2,0,0,0,0,0,1,1,no,1
11958,21959,F,RI,2828,282,7,7,15,156,171,1,0,0,1,0,0,0,0,no,0
11959,21960,F,MA,1776,177,3,1,29,14,43,2,0,0,0,0,1,0,1,yes,1
11960,21961,F,PA,16063,160,15,15,15,243,258,1,0,0,0,1,0,0,0,no,1
11961,21962,F,NY,10467,104,31,31,15,99,114,1,1,0,0,0,0,0,0,no,0
11962,21963,F,NJ,7047,704,23,15,29,232,261,2,0,0,0,0,0,0,2,no,0
11963,21964,F,NY,10710,107,41,33,52,67,119,4,0,0,1,0,0,2,1,no,1
11964,21965,F,NJ,7740,774,11,7,25,37,62,2,0,1,1,0,0,0,0,no,1
11965,21966,F,NY,11735,117,15,15,15,274,289,1,1,0,0,0,0,0,0,no,1
11966,21967,M,NY,11358,113,15,13,26,139,165,2,1,0,0,1,0,0,0,no,0
11967,21968,F,PA,19605,196,15,15,15,145,160,1,1,0,0,0,0,0,0,no,1
11968,21969,F,MD,20879,208,11,11,15,93,108,1,0,0,0,1,0,0,0,no,0
11969,21970,F,NJ,7712,771,35,29,29,26,55,2,0,1,0,0,0,0,1,no,1
11970,21971,M,NJ,8004,800,33,15,58,286,344,5,0,1,1,2,0,1,0,no,0
11971,21972,F,PA,19111,191,29,25,29,199,228,2,0,0,0,0,1,0,1,no,0
11972,21973,F,PA,15370,153,31,15,38,287,325,3,0,0,1,0,0,1,1,no,0
11973,21974,F,NJ,7470,747,7,7,15,0,15,1,1,0,0,0,0,0,0,no,1
11974,21975,M,VT,5065,506,21,7,35,89,124,3,0,1,0,1,0,0,1,no,1
11975,21976,M,PA,19063,190,47,15,142,300,442,12,2,0,3,2,0,2,3,no,1
11976,21977,F,MA,2155,215,11,3,23,282,305,2,2,0,0,0,0,0,0,no,1
11977,21978,F,NY,10801,108,19,15,28,8,36,2,0,0,1,0,0,1,0,no,0
11978,21979,F,NY,11554,115,13,13,15,299,314,1,0,0,1,0,0,0,0,no,1
11979,21980,M,NY,14127,141,69,9,115,204,319,10,2,1,0,2,1,1,3,no,1
11980,21981,F,NJ,8060,806,25,19,29,96,125,2,0,0,0,0,1,0,1,no,0
11981,21982,F,NY,11413,114,31,15,34,234,268,3,1,0,1,1,0,0,0,no,1
11982,21983,F,PA,19012,190,5,5,15,34,49,1,0,0,1,0,0,0,0,no,1
11983,21984,F,NY,14534,145,43,19,63,78,141,5,0,0,2,0,2,0,1,no,0
11984,21985,F,NY,11793,117,27,23,24,223,247,2,1,1,0,0,0,0,0,yes,0
11985,21986,F,NY,11580,115,7,7,15,242,257,1,0,0,0,0,0,0,1,no,0
11986,21987,M,NJ,7456,745,45,31,47,307,354,4,0,2,0,1,1,0,0,no,0
11987,21988,F,NY,12401,124,15,7,29,51,80,2,0,1,0,0,0,0,1,no,1
11988,21989,F,NY,11570,115,25,15,64,106,170,5,1,0,0,0,0,1,3,yes,1
11989,21990,F,NJ,8012,801,31,5,85,167,252,8,2,1,1,3,0,1,0,no,1
11990,21991,F,NY,11743,117,15,7,38,54,92,3,0,0,2,0,0,1,0,no,1
11991,21992,M,NY,10589,105,51,11,110,190,300,10,2,3,1,1,1,0,2,no,1
11992,21993,M,NY,10591,105,45,33,57,112,169,5,0,2,2,0,0,1,0,no,1
11993,21994,M,PA,19382,193,13,11,29,264,293,2,1,0,0,0,0,0,1,no,1
11994,21995,M,NY,10956,109,51,29,47,74,121,4,1,0,0,1,0,1,1,no,0
11995,21996,F,PA,19136,191,31,27,28,135,163,2,1,0,0,0,0,1,0,no,0
11996,21997,M,NY,14027,140,15,11,29,96,125,2,0,1,0,0,0,0,1,no,1
11997,21998,M,PA,17603,176,29,9,69,145,214,6,2,1,0,1,1,0,1,no,0
11998,21999,F,NY,10705,107,37,9,85,125,210,7,0,0,3,1,1,1,1,no,1
11999,22000,F,MD,21213,212,3,3,15,255,270,1,1,0,0,0,0,0,0,no,1
12000,22001,F,NJ,8332,833,19,17,23,127,150,2,2,0,0,0,0,0,0,no,1
12001,22002,F,NY,14042,140,63,11,102,158,260,9,1,2,1,2,2,0,1,no,1
12002,22003,F,NY,10463,104,17,17,15,193,208,1,0,0,0,0,0,0,1,no,1
12003,22004,F,MA,2176,217,9,9,15,70,85,1,0,0,0,0,0,0,1,no,1
12004,22005,M,NY,14141,141,21,15,35,29,64,3,0,2,0,1,0,0,0,no,0
12005,22006,F,MD,21114,211,61,33,51,81,132,5,2,0,3,0,0,0,0,no,1
12006,22007,M,NY,10522,105,31,21,46,182,228,4,1,0,0,1,2,0,0,no,1
12007,22008,F,NJ,8757,875,37,11,59,72,131,5,1,0,2,0,0,2,0,no,0
12008,22009,F,RI,2919,291,29,1,118,100,218,10,3,1,0,1,1,1,3,no,0
12009,22010,M,NY,13601,136,21,15,27,178,205,2,0,0,1,0,1,0,0,no,1
12010,22011,F,NY,11433,114,51,19,75,199,274,7,3,0,1,2,1,0,0,no,1
12011,22012,F,NY,10580,105,11,11,15,110,125,1,1,0,0,0,0,0,0,no,1
12012,22013,M,MA,2539,253,1,1,15,155,170,1,0,0,0,0,0,0,1,no,0
12013,22014,M,NJ,7204,720,9,9,15,248,263,1,0,0,1,0,0,0,0,no,0
12014,22015,F,DE,19711,197,45,13,91,110,201,8,3,0,3,1,0,0,1,no,1
12015,22016,F,PA,15229,152,9,9,15,95,110,1,0,0,1,0,0,0,0,no,1
12016,22017,F,MD,21108,211,9,5,28,204,232,2,1,0,0,0,0,1,0,yes,1
12017,22018,F,NY,11001,110,59,13,137,67,204,12,4,1,3,1,0,1,2,no,0
12018,22019,F,PA,19064,190,11,3,29,180,209,2,0,0,1,0,0,0,1,yes,1
12019,22020,M,NJ,7670,767,25,1,121,97,218,11,2,1,3,2,3,0,0,no,0
12020,22021,F,NY,11360,113,17,1,58,247,305,4,0,1,0,0,0,0,3,no,1
12021,22022,F,NY,11218,112,39,11,58,26,84,5,1,0,2,0,1,1,0,yes,0
12022,22023,F,PA,17603,176,25,21,27,148,175,2,0,0,0,1,1,0,0,no,1
12023,22024,F,MD,20832,208,13,13,15,284,299,1,1,0,0,0,0,0,0,no,0
12024,22025,F,NJ,8807,880,9,5,29,197,226,2,0,0,0,0,1,0,1,no,1
12025,22026,M,NY,11746,117,15,15,15,87,102,1,0,0,1,0,0,0,0,no,1
12026,22027,F,MA,1921,192,25,17,24,166,190,2,1,1,0,0,0,0,0,no,1
12027,22028,F,NY,10036,100,29,25,26,209,235,2,0,0,1,1,0,0,0,no,0
12028,22029,M,CT,6489,648,1,1,15,221,236,1,0,0,0,1,0,0,0,no,1
12029,22030,F,NJ,8876,887,27,11,82,227,309,8,3,2,2,0,0,1,0,no,1
12030,22031,F,PA,19382,193,15,15,15,163,178,1,1,0,0,0,0,0,0,no,1
12031,22032,F,NY,10576,105,43,13,68,235,303,6,2,0,2,0,1,1,0,no,1
12032,22033,F,NH,3570,357,9,7,24,20,44,2,0,2,0,0,0,0,0,no,1
12033,22034,F,NY,11003,110,9,9,15,55,70,1,0,0,1,0,0,0,0,no,1
12034,22035,F,VT,5701,570,9,5,29,35,64,2,1,0,0,0,0,0,1,yes,0
12035,22036,M,MD,20740,207,9,3,24,47,71,2,1,1,0,0,0,0,0,no,1
12036,22037,F,NJ,7733,773,21,15,29,201,230,2,0,0,0,0,1,0,1,no,1
12037,22038,M,PA,18018,180,3,3,15,126,141,1,0,0,1,0,0,0,0,no,1
12038,22039,M,NY,11417,114,45,13,70,292,362,6,1,0,2,1,0,2,0,yes,1
12039,22040,F,NJ,7090,709,15,15,15,153,168,1,0,0,0,0,1,0,0,no,0
12040,22041,F,NY,10962,109,45,3,127,150,277,11,2,1,3,1,0,1,3,no,1
12041,22042,F,MD,20878,208,21,15,25,127,152,2,1,0,1,0,0,0,0,no,1
12042,22043,M,NY,11729,117,9,7,27,200,227,2,0,0,1,0,1,0,0,no,1
12043,22044,M,NY,11377,113,11,11,15,120,135,1,1,0,0,0,0,0,0,no,1
12044,22045,F,PA,17003,170,33,19,60,68,128,6,2,1,3,0,0,0,0,no,1
12045,22046,M,NY,11554,115,11,3,28,224,252,2,0,0,1,0,0,1,0,no,0
12046,22047,F,NJ,7006,700,19,13,23,94,117,2,2,0,0,0,0,0,0,no,1
12047,22048,M,NY,10039,100,31,25,29,297,326,2,0,0,0,0,0,0,2,no,1
12048,22049,F,NY,11590,115,17,15,29,106,135,2,0,0,0,0,1,0,1,no,1
12049,22050,F,PA,19501,195,53,31,116,293,409,10,1,2,2,0,2,2,1,no,0
12050,22051,F,DC,20016,200,13,13,15,53,68,1,0,0,1,0,0,0,0,no,1
12051,22052,F,NJ,8733,873,65,19,124,233,357,10,1,0,3,0,1,2,3,no,1
12052,22053,M,NJ,8889,888,15,13,27,266,293,2,0,0,1,0,1,0,0,no,1
12053,22054,F,NY,11223,112,51,5,84,171,255,8,1,1,4,2,0,0,0,no,1
12054,22055,F,MA,1007,100,23,13,35,211,246,3,1,0,0,1,1,0,0,no,0
12055,22056,M,PA,18436,184,79,31,127,236,363,11,3,0,2,2,0,2,2,no,0
12056,22057,M,NJ,7733,773,53,21,112,203,315,10,1,1,4,0,2,2,0,no,1
12057,22058,M,NJ,8034,803,21,15,29,26,55,2,0,0,1,0,0,0,1,no,1
12058,22059,M,PA,19018,190,31,31,15,203,218,1,0,1,0,0,0,0,0,no,1
12059,22060,M,ME,4005,400,71,33,98,58,156,9,3,1,1,1,2,1,0,no,0
12060,22061,F,MA,2090,209,47,33,37,197,234,3,1,0,0,0,0,0,2,no,1
12061,22062,F,PA,18101,181,15,11,24,150,174,2,1,1,0,0,0,0,0,no,1
12062,22063,F,NJ,8831,883,69,9,118,296,414,11,4,1,2,1,1,1,1,no,1
12063,22064,F,NJ,7461,746,13,7,27,156,183,2,0,0,0,1,1,0,0,no,1
12064,22065,F,NY,13219,132,21,15,29,59,88,2,0,0,0,0,0,1,1,no,1
12065,22066,F,NJ,7869,786,15,11,25,213,238,2,1,0,1,0,0,0,0,no,1
12066,22067,M,NJ,8810,881,39,9,65,234,299,6,1,1,2,1,1,0,0,no,1
12067,22068,F,MD,21222,212,27,13,47,141,188,4,1,1,1,0,0,1,0,no,1
12068,22069,F,NY,11103,111,59,19,128,78,206,11,1,1,5,1,0,2,1,no,1
12069,22070,F,NJ,7054,705,71,33,123,183,306,11,4,1,3,1,0,1,1,no,1
12070,22071,F,MA,1450,145,5,5,15,12,27,1,1,0,0,0,0,0,0,no,1
12071,22072,M,DE,19958,199,13,9,26,152,178,2,0,0,1,1,0,0,0,no,1
12072,22073,F,NY,11375,113,5,5,15,139,154,1,1,0,0,0,0,0,0,no,1
12073,22074,F,PA,19015,190,3,3,15,22,37,1,0,0,1,0,0,0,0,no,1
12074,22075,F,NJ,7626,762,5,5,15,195,210,1,0,0,1,0,0,0,0,no,1
12075,22076,F,PA,19136,191,11,5,24,260,284,2,1,1,0,0,0,0,0,no,1
12076,22077,F,CT,6430,643,9,3,25,262,287,2,1,0,1,0,0,0,0,no,1
12077,22078,F,NY,10607,106,31,5,99,124,223,8,0,0,4,2,0,1,1,no,1
12078,22079,F,NY,11373,113,25,11,50,105,155,4,0,0,1,0,2,1,0,yes,0
12079,22080,F,NY,14228,142,13,13,15,290,305,1,0,0,0,1,0,0,0,no,0
12080,22081,M,NJ,8861,886,89,33,134,225,359,12,3,2,0,2,2,3,0,no,0
12081,22082,F,CT,6281,628,9,9,15,222,237,1,0,0,1,0,0,0,0,no,1
12082,22083,M,PA,19301,193,61,11,147,204,351,12,3,0,0,5,1,1,2,no,0
12083,22084,M,NJ,7446,744,13,13,15,182,197,1,0,0,0,0,0,0,1,no,1
12084,22085,M,NY,14437,144,13,11,27,42,69,2,0,0,1,0,1,0,0,no,0
12085,22086,F,NY,11795,117,23,3,57,73,130,5,1,2,0,0,1,1,0,no,1
12086,22087,F,NJ,8332,833,39,11,62,33,95,5,0,1,2,0,0,0,2,no,0
12087,22088,F,NY,12550,125,7,3,25,120,145,2,1,0,1,0,0,0,0,no,1
12088,22089,F,NY,10526,105,21,15,29,124,153,2,0,0,0,1,0,0,1,no,1
12089,22090,M,MA,2172,217,31,13,65,225,290,6,3,1,0,1,0,0,1,no,1
12090,22091,M,NY,10533,105,47,23,112,176,288,10,2,0,3,2,1,1,1,no,1
12091,22092,M,NJ,8733,873,21,13,26,33,59,2,1,0,0,1,0,0,0,no,1
12092,22093,F,PA,15102,151,31,27,29,147,176,2,0,0,0,0,1,0,1,no,1
12093,22094,M,CT,6831,683,15,15,15,86,101,1,0,0,0,0,0,0,1,no,0
12094,22095,M,NJ,8078,807,3,3,15,99,114,1,0,0,0,1,0,0,0,no,1
12095,22096,M,NJ,8002,800,35,13,59,250,309,5,2,0,0,1,1,1,0,yes,1
12096,22097,F,MA,2651,265,31,25,37,142,179,3,1,0,0,1,0,0,1,no,1
12097,22098,F,PA,16033,160,43,29,42,158,200,4,1,1,1,0,0,0,1,no,1
12098,22099,M,NY,10308,103,29,7,57,221,278,5,1,0,1,1,0,2,0,no,1
12099,22100,F,MD,20715,207,55,27,69,162,231,6,0,0,4,0,2,0,0,no,1
12100,22101,F,CT,6280,628,47,33,35,125,160,3,0,1,0,1,0,1,0,no,0
12101,22102,F,PA,19070,190,3,3,15,141,156,1,0,0,1,0,0,0,0,no,1
12102,22103,M,NY,12037,120,9,9,15,217,232,1,0,0,0,0,0,0,1,no,0
12103,22104,F,MA,1029,102,7,3,28,109,137,2,0,1,0,0,0,1,0,no,1
12104,22105,F,NJ,8096,809,29,23,29,110,139,2,1,0,0,0,0,0,1,no,1
12105,22106,F,NJ,7728,772,11,11,15,184,199,1,0,1,0,0,0,0,0,no,1
12106,22107,F,CT,6840,684,21,13,29,53,82,2,1,0,0,0,0,0,1,no,1
12107,22108,F,NJ,7087,708,27,3,56,70,126,5,4,0,1,0,0,0,0,no,1
12108,22109,F,MD,21215,212,21,11,36,144,180,3,0,0,2,1,0,0,0,no,1
12109,22110,F,NY,11530,115,5,5,15,280,295,1,0,1,0,0,0,0,0,no,0
12110,22111,M,NJ,7480,748,11,3,26,266,292,2,0,0,0,2,0,0,0,no,1
12111,22112,M,NJ,7834,783,71,29,136,126,262,12,2,0,3,5,0,1,1,no,1
12112,22113,F,MD,20607,206,21,3,107,268,375,9,1,1,1,1,0,2,3,yes,1
12113,22114,F,NY,11354,113,33,33,15,274,289,1,0,0,1,0,0,0,0,no,1
12114,22115,F,NJ,8505,850,17,13,26,83,109,2,0,1,0,1,0,0,0,no,1
12115,22116,F,CT,6489,648,31,7,128,209,337,12,6,1,2,1,0,2,0,no,0
12116,22117,M,NY,10032,100,39,7,66,72,138,6,1,2,1,1,0,1,0,no,0
12117,22118,F,NY,11561,115,33,33,15,5,20,1,1,0,0,0,0,0,0,no,1
12118,22119,F,MA,1562,156,33,31,25,11,36,2,1,0,1,0,0,0,0,no,1
12119,22120,F,NY,11365,113,15,15,15,8,23,1,1,0,0,0,0,0,0,no,1
12120,22121,F,NY,11216,112,29,29,15,217,232,1,0,0,0,0,0,1,0,no,1
12121,22122,F,NJ,8901,890,43,1,134,239,373,12,2,1,4,1,0,3,1,no,0
12122,22123,F,MD,21044,210,1,1,15,52,67,1,1,0,0,0,0,0,0,no,0
12123,22124,F,NY,11375,113,21,9,64,20,84,5,0,0,1,0,1,1,2,no,1
12124,22125,F,CT,6108,610,39,33,26,276,302,2,0,0,1,1,0,0,0,no,1
12125,22126,M,CT,6878,687,95,33,127,193,320,12,3,1,6,1,0,1,0,no,1
12126,22127,F,DE,19720,197,5,5,15,67,82,1,0,0,0,0,0,1,0,no,1
12127,22128,F,NJ,8053,805,1,1,15,76,91,1,0,0,1,0,0,0,0,no,1
12128,22129,M,NJ,7701,770,31,1,112,136,248,9,0,1,1,0,2,2,3,yes,0
12129,22130,F,NY,10541,105,45,13,94,167,261,8,2,0,2,1,1,0,2,no,1
12130,22131,F,CT,6611,661,11,5,24,38,62,2,1,1,0,0,0,0,0,no,1
12131,22132,M,MA,2780,278,27,7,60,163,223,5,2,1,0,0,0,0,2,no,1
12132,22133,F,CT,6062,606,27,15,39,153,192,3,0,1,1,0,0,0,1,no,1
12133,22134,F,PA,17042,170,13,13,15,260,275,1,0,0,0,0,1,0,0,no,0
12134,22135,F,NJ,7009,700,15,11,25,258,283,2,0,0,2,0,0,0,0,no,1
12135,22136,F,NY,11236,112,15,15,15,58,73,1,0,0,0,1,0,0,0,no,0
12136,22137,F,ME,4330,433,1,1,15,24,39,1,0,0,0,0,0,0,1,no,1
12137,22138,M,NY,11590,115,11,7,26,158,184,2,0,1,0,1,0,0,0,no,1
12138,22139,F,NY,12575,125,7,7,15,79,94,1,1,0,0,0,0,0,0,no,1
12139,22140,F,NY,11576,115,31,15,77,251,328,7,2,1,1,1,2,0,0,no,0
12140,22141,F,NJ,7066,706,51,9,99,87,186,9,3,1,1,2,0,1,1,no,1
12141,22142,M,MD,21228,212,69,15,115,300,415,10,3,1,1,1,1,0,3,no,1
12142,22143,F,NJ,8330,833,37,7,72,295,367,6,2,1,0,0,1,0,2,no,1
12143,22144,F,NY,11580,115,17,9,29,164,193,2,0,1,0,0,0,0,1,no,0
12144,22145,F,CT,6811,681,13,13,15,175,190,1,0,0,0,0,1,0,0,no,0
12145,22146,M,PA,18042,180,19,13,29,23,52,2,0,0,1,0,0,0,1,no,1
12146,22147,M,NY,14701,147,19,11,29,103,132,2,1,0,0,0,0,0,1,no,1
12147,22148,F,AE,9079,907,13,13,15,10,25,1,0,0,1,0,0,0,0,no,1
12148,22149,M,MA,1590,159,33,9,102,165,267,9,3,0,2,1,1,0,2,yes,1
12149,22150,F,MD,21204,212,3,1,23,252,275,2,2,0,0,0,0,0,0,no,1
12150,22151,F,NY,10021,100,11,9,29,253,282,2,1,0,0,0,0,0,1,no,1
12151,22152,M,MD,21208,212,35,15,92,313,405,8,1,1,1,1,2,1,1,no,1
12152,22153,M,RI,2920,292,37,3,75,117,192,6,1,1,0,0,0,0,4,yes,1
12153,22154,M,NY,13142,131,43,25,56,164,220,5,2,1,1,0,0,0,1,no,1
12154,22155,F,NJ,7205,720,21,21,15,213,228,1,1,0,0,0,0,0,0,no,1
12155,22156,M,MD,20770,207,59,5,129,276,405,11,2,1,1,2,0,0,5,no,1
12156,22157,M,NY,14086,140,9,9,15,36,51,1,0,0,0,0,0,0,1,no,1
12157,22158,F,CT,6084,608,63,11,103,156,259,9,2,0,3,1,0,1,2,no,1
12158,22159,F,NJ,7675,767,11,11,15,256,271,1,1,0,0,0,0,0,0,no,1
12159,22160,F,MA,1420,142,23,9,75,293,368,7,3,2,0,0,1,0,1,no,0
12160,22161,M,MA,1013,101,1,1,15,109,124,1,0,0,0,0,0,0,1,no,1
12161,22162,F,CT,6468,646,9,9,15,267,282,1,0,0,0,0,0,0,1,no,1
12162,22163,F,NY,11572,115,15,15,15,285,300,1,0,0,0,1,0,0,0,no,1
12163,22164,M,NY,10475,104,23,15,40,117,157,3,0,0,0,0,2,1,0,no,1
12164,22165,M,DC,20011,200,47,13,70,191,261,6,2,0,0,1,0,0,3,no,1
12165,22166,F,MD,21014,210,25,11,32,222,254,3,1,1,1,0,0,0,0,no,1
12166,22167,F,PA,18969,189,29,11,51,265,316,4,1,0,1,0,1,0,1,no,0
12167,22168,M,MD,21227,212,61,13,116,221,337,11,5,1,3,1,1,0,0,no,1
12168,22169,F,PA,17922,179,25,23,27,161,188,2,0,0,1,0,1,0,0,no,0
12169,22170,M,PA,17772,177,39,27,75,142,217,6,0,1,0,4,0,0,1,no,1
12170,22171,F,NY,11729,117,3,3,15,0,15,1,1,0,0,0,0,0,0,no,1
12171,22172,M,NJ,7656,765,29,3,139,248,387,12,3,0,2,3,2,1,1,no,0
12172,22173,F,NY,11001,110,19,13,26,30,56,2,1,0,0,1,0,0,0,no,1
12173,22174,M,NJ,8062,806,11,7,29,267,296,2,0,0,1,0,0,0,1,no,1
12174,22175,F,PA,17815,178,35,9,55,178,233,5,1,1,2,0,0,1,0,no,1
12175,22176,M,MD,21090,210,35,15,70,232,302,6,2,1,0,1,0,1,1,no,0
12176,22177,F,CT,6032,603,29,25,27,237,264,2,0,1,0,0,1,0,0,no,1
12177,22178,F,NY,14103,141,23,15,28,272,300,2,0,0,0,1,0,1,0,no,1
12178,22179,F,NJ,7945,794,49,15,83,312,395,7,2,1,0,1,0,2,1,no,1
12179,22180,F,PA,15237,152,15,15,15,63,78,1,1,0,0,0,0,0,0,no,0
12180,22181,F,NJ,7042,704,31,13,84,323,407,8,1,2,3,1,1,0,0,no,0
12181,22182,F,NJ,7017,701,15,15,15,13,28,1,0,1,0,0,0,0,0,no,1
12182,22183,M,NY,11561,115,27,13,72,59,131,7,3,1,2,0,1,0,0,no,1
12183,22184,M,PA,15146,151,21,13,28,296,324,2,0,0,1,0,0,1,0,no,1
12184,22185,F,NJ,7751,775,31,9,130,110,240,11,2,0,3,1,1,1,3,no,1
12185,22186,M,NY,11375,113,13,5,26,83,109,2,1,0,0,1,0,0,0,no,1
12186,22187,F,NJ,8010,801,11,11,15,276,291,1,0,0,0,0,0,1,0,no,1
12187,22188,M,NJ,7502,750,7,7,15,34,49,1,0,1,0,0,0,0,0,no,1
12188,22189,M,NY,11412,114,9,7,28,21,49,2,0,0,0,0,0,2,0,yes,0
12189,22190,M,PA,19103,191,19,13,29,99,128,2,0,0,0,0,1,0,1,no,0
12190,22191,F,NY,11590,115,17,11,26,166,192,2,0,0,1,1,0,0,0,no,1
12191,22192,F,NJ,7030,703,43,3,92,208,300,8,1,3,0,0,1,3,0,yes,1
12192,22193,F,NY,11375,113,47,5,91,149,240,8,1,1,4,1,0,1,0,no,1
12193,22194,M,MA,1945,194,23,5,88,46,134,8,3,0,2,1,1,0,1,no,1
12194,22195,F,PA,17584,175,13,7,24,74,98,2,1,1,0,0,0,0,0,no,0
12195,22196,M,MA,1803,180,5,5,15,263,278,1,0,0,0,0,0,0,1,yes,1
12196,22197,M,PA,17222,172,41,7,73,209,282,6,0,2,1,0,1,1,1,no,0
12197,22198,F,NY,11374,113,11,11,15,57,72,1,1,0,0,0,0,0,0,no,1
12198,22199,F,NY,13601,136,13,7,29,109,138,2,0,0,0,0,0,0,2,no,0
12199,22200,M,MA,2135,213,67,19,117,88,205,11,2,1,4,2,1,1,0,no,0
12200,22201,F,NY,12771,127,29,21,29,289,318,2,0,0,0,0,1,0,1,no,1
12201,22202,F,NY,11787,117,67,33,147,103,250,12,1,1,1,1,2,1,5,no,1
